Pk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%,WS,WS/48,BPM,VORP,DraftYr,MPG,PPG,RPG,APG,playerurl,DraftYear
52,POR,Taurean Green,Florida,1.0,17.0,74.0,27.0,10.0,11.0,0.28,0.182,0.917,-0.1,-0.066,-7.5,-0.1,2007,4.4,1.6,0.6,0.6,https://www.sports-reference.com/cbb/players/taurean-green-1.html,2007
53,POR,Demetris Nichols,Syracuse,2.0,18.0,58.0,22.0,7.0,2.0,0.281,0.2,0.5,-0.2,-0.203,-10.3,-0.1,2007,3.2,1.2,0.4,0.1,https://www.sports-reference.com/cbb/players/demetris-nichols-1.html,2007
54,HOU,Brad Newley,,,,,,,,,,,,,,,2007,,,,,,2007
55,UTA,Herbert Hill,Providence,,,,,,,,,,,,,,2007,,,,,https://www.sports-reference.com/cbb/players/herbert-hill-1.html,2007
56,MIL,Ramon Sessions,Nevada,11.0,691.0,16119.0,7141.0,1840.0,2807.0,0.434,0.316,0.791,28.8,0.086,-0.7,5.2,2007,23.3,10.3,2.7,4.1,https://www.sports-reference.com/cbb/players/ramon-sessions-1.html,2007
57,DET,Sammy Mejia,DePaul,,,,,,,,,,,,,,2007,,,,,https://www.sports-reference.com/cbb/players/sammy-mejia-1.html,2007
58,SAS,Georgios Printezis,,,,,,,,,,,,,,,2007,,,,,,2007
59,PHO,D.J. Strawberry,Maryland,1.0,33.0,270.0,73.0,28.0,30.0,0.315,0.24,0.474,-0.2,-0.031,-5.6,-0.2,2007,8.2,2.2,0.8,0.9,https://www.sports-reference.com/cbb/players/d.j.-strawberry-1.html,2007
60,DAL,Milovan Raković,,,,,,,,,,,,,,,2007,,,,,,2007
1,CHI,Derrick Rose,Memphis,13.0,672.0,21317.0,12230.0,2239.0,3646.0,0.457,0.316,0.83,44.2,0.1,1.4,18.4,2008,31.7,18.2,3.3,5.4,https://www.sports-reference.com/cbb/players/derrick-rose-1.html,2008
2,MIA,Michael Beasley,Kansas State,11.0,609.0,13903.0,7568.0,2861.0,788.0,0.465,0.349,0.759,15.6,0.054,-1.7,0.9,2008,22.8,12.4,4.7,1.3,https://www.sports-reference.com/cbb/players/michael-beasley-1.html,2008
3,MIN,O.J. Mayo,USC,8.0,547.0,16919.0,7574.0,1706.0,1607.0,0.429,0.373,0.82,21.8,0.062,-0.9,4.7,2008,30.9,13.8,3.1,2.9,https://www.sports-reference.com/cbb/players/o.j.-mayo-1.html,2008
4,OKC,Russell Westbrook,UCLA,14.0,1000.0,34718.0,22899.0,7405.0,8491.0,0.437,0.305,0.785,106.4,0.147,4.4,55.8,2008,34.7,22.9,7.4,8.5,https://www.sports-reference.com/cbb/players/russell-westbrook-1.html,2008
5,MEM,Kevin Love,UCLA,14.0,788.0,24542.0,14013.0,8497.0,1867.0,0.441,0.372,0.829,87.5,0.171,3.4,33.5,2008,31.1,17.8,10.8,2.4,https://www.sports-reference.com/cbb/players/kevin-love-1.html,2008
6,NYK,Danilo Gallinari,,13.0,709.0,21209.0,11053.0,3408.0,1377.0,0.427,0.383,0.877,62.9,0.142,1.8,20.5,2008,29.9,15.6,4.8,1.9,,2008
7,LAC,Eric Gordon,Indiana,14.0,739.0,23982.0,12169.0,1793.0,2107.0,0.428,0.37,0.81,36.3,0.073,-0.5,8.9,2008,32.5,16.5,2.4,2.9,https://www.sports-reference.com/cbb/players/eric-gordon-1.html,2008
8,MIL,Joe Alexander,West Virginia,2.0,67.0,745.0,282.0,120.0,44.0,0.41,0.34,0.698,0.5,0.03,-3.6,-0.3,2008,11.1,4.2,1.8,0.7,https://www.sports-reference.com/cbb/players/joe-alexander-1.html,2008
9,CHA,D.J. Augustin,Texas,14.0,955.0,22478.0,9147.0,1778.0,3728.0,0.411,0.38,0.867,47.0,0.1,-0.7,7.6,2008,23.5,9.6,1.9,3.9,https://www.sports-reference.com/cbb/players/d.j.-augustin-1.html,2008
10,BRK,Brook Lopez,Stanford,14.0,856.0,25922.0,14094.0,5359.0,1240.0,0.494,0.34,0.796,70.9,0.131,1.3,21.6,2008,30.3,16.5,6.3,1.4,https://www.sports-reference.com/cbb/players/brook-lopez-1.html,2008
11,IND,Jerryd Bayless,Arizona,11.0,586.0,12486.0,4909.0,1235.0,1674.0,0.411,0.361,0.818,18.6,0.072,-1.6,1.1,2008,21.3,8.4,2.1,2.9,https://www.sports-reference.com/cbb/players/jerryd-bayless-1.html,2008
12,SAC,Jason Thompson,Rider University,8.0,588.0,14819.0,5210.0,3880.0,635.0,0.496,0.143,0.657,23.8,0.077,-2.6,-2.4,2008,25.2,8.9,6.6,1.1,https://www.sports-reference.com/cbb/players/jason-thompson-1.html,2008
13,POR,Brandon Rush,Kansas,9.0,481.0,10564.0,3250.0,1413.0,468.0,0.426,0.402,0.706,11.2,0.051,-1.4,1.6,2008,22.0,6.8,2.9,1.0,https://www.sports-reference.com/cbb/players/brandon-rush-1.html,2008
14,GSW,Anthony Randolph,LSU,6.0,252.0,3841.0,1789.0,1078.0,187.0,0.453,0.241,0.74,5.8,0.072,-1.6,0.4,2008,15.2,7.1,4.3,0.7,https://www.sports-reference.com/cbb/players/anthony-randolph-1.html,2008
15,PHO,Robin Lopez,Stanford,14.0,930.0,20427.0,8151.0,4575.0,786.0,0.537,0.296,0.743,48.9,0.115,-1.0,4.9,2008,22.0,8.8,4.9,0.8,https://www.sports-reference.com/cbb/players/robin-lopez-1.html,2008
16,PHI,Marreese Speights,Florida,10.0,705.0,10640.0,5592.0,2875.0,461.0,0.459,0.356,0.797,25.8,0.116,-2.2,-0.6,2008,15.1,7.9,4.1,0.7,https://www.sports-reference.com/cbb/players/marreese-speights-1.html,2008
17,TOR,Roy Hibbert,Georgetown,9.0,662.0,16389.0,6611.0,4173.0,885.0,0.465,0.25,0.755,35.9,0.105,-1.1,3.5,2008,24.8,10.0,6.3,1.3,https://www.sports-reference.com/cbb/players/roy-hibbert-1.html,2008
18,WAS,JaVale McGee,Nevada,14.0,799.0,13649.0,6373.0,4209.0,349.0,0.577,0.19,0.601,41.5,0.146,0.2,7.5,2008,17.1,8.0,5.3,0.4,https://www.sports-reference.com/cbb/players/javale-mcgee-1.html,2008
19,CLE,J.J. Hickson,NC State,8.0,534.0,11925.0,5081.0,3639.0,449.0,0.505,0.0,0.617,21.9,0.088,-1.8,0.5,2008,22.3,9.5,6.8,0.8,https://www.sports-reference.com/cbb/players/j.j.-hickson-1.html,2008
20,CHA,Alexis Ajinça,,7.0,293.0,3905.0,1553.0,1150.0,143.0,0.503,0.286,0.797,7.5,0.093,-2.8,-0.8,2008,13.3,5.3,3.9,0.5,,2008
21,BRK,Ryan Anderson,California,12.0,649.0,16769.0,8001.0,3413.0,586.0,0.422,0.38,0.854,46.7,0.134,1.0,12.8,2008,25.8,12.3,5.3,0.9,https://www.sports-reference.com/cbb/players/ryan-anderson-1.html,2008
22,ORL,Courtney Lee,Western Kentucky,12.0,811.0,21938.0,7765.0,2127.0,1353.0,0.451,0.388,0.853,39.3,0.086,-0.6,7.9,2008,27.1,9.6,2.6,1.7,https://www.sports-reference.com/cbb/players/courtney-lee-1.html,2008
23,UTA,Kosta Koufos,Ohio State,11.0,686.0,11271.0,3913.0,3452.0,359.0,0.534,0.0,0.582,28.3,0.12,-1.3,2.0,2008,16.4,5.7,5.0,0.5,https://www.sports-reference.com/cbb/players/kosta-koufos-1.html,2008
24,OKC,Serge Ibaka,,13.0,887.0,24681.0,10849.0,6387.0,735.0,0.513,0.359,0.758,72.0,0.14,0.5,15.8,2008,27.8,12.2,7.2,0.8,,2008
25,HOU,Nicolas Batum,,14.0,896.0,27560.0,10011.0,4632.0,3176.0,0.438,0.363,0.838,62.6,0.109,1.7,25.8,2008,30.8,11.2,5.2,3.5,,2008
26,SAS,George Hill,IUPUI,14.0,856.0,23458.0,9268.0,2623.0,2678.0,0.457,0.381,0.807,69.0,0.141,1.3,19.3,2008,27.4,10.8,3.1,3.1,https://www.sports-reference.com/cbb/players/george-hill-1.html,2008
27,NOP,Darrell Arthur,Kansas,9.0,503.0,8945.0,3282.0,1768.0,409.0,0.444,0.352,0.765,12.3,0.066,-2.2,-0.4,2008,17.8,6.5,3.5,0.8,https://www.sports-reference.com/cbb/players/darrell-arthur-1.html,2008
28,MEM,Donté Greene,Syracuse,4.0,253.0,4259.0,1541.0,600.0,183.0,0.406,0.304,0.701,1.5,0.017,-2.8,-0.9,2008,16.8,6.1,2.4,0.7,https://www.sports-reference.com/cbb/players/donté-greene-1.html,2008
29,DET,D.J. White,Indiana,6.0,138.0,2111.0,810.0,437.0,80.0,0.507,0.333,0.72,3.8,0.087,-2.1,0.0,2008,15.3,5.9,3.2,0.6,https://www.sports-reference.com/cbb/players/d.j.-white-1.html,2008
30,BOS,J.R. Giddens,New Mexico,2.0,38.0,247.0,73.0,54.0,13.0,0.476,0.0,0.565,0.1,0.027,-4.3,-0.1,2008,6.5,1.9,1.4,0.3,https://www.sports-reference.com/cbb/players/j.r.-giddens-1.html,2008
31,MIN,Nikola Peković,,6.0,271.0,6744.0,3405.0,1807.0,199.0,0.518,,0.76,18.8,0.134,-0.7,2.2,2008,24.9,12.6,6.7,0.7,,2008
32,OKC,Walter Sharpe,UAB,1.0,8.0,20.0,8.0,3.0,0.0,0.364,0.0,0.0,-0.1,-0.131,-10.1,0.0,2008,2.5,1.0,0.4,0.0,https://www.sports-reference.com/cbb/players/walter-sharpe-1.html,2008
33,POR,Joey Dorsey,Memphis,4.0,130.0,1488.0,344.0,513.0,55.0,0.534,0.0,0.375,2.9,0.092,-2.7,-0.3,2008,11.4,2.6,3.9,0.4,https://www.sports-reference.com/cbb/players/joey-dorsey-1.html,2008
34,MIN,Mario Chalmers,Kansas,9.0,646.0,17245.0,5743.0,1585.0,2412.0,0.417,0.351,0.793,32.3,0.09,-0.6,5.9,2008,26.7,8.9,2.5,3.7,https://www.sports-reference.com/cbb/players/mario-chalmers-1.html,2008
35,LAC,DeAndre Jordan,Texas A&M,14.0,963.0,25971.0,8857.0,10047.0,924.0,0.674,0.083,0.475,93.9,0.174,1.3,22.0,2008,27.0,9.2,10.4,1.0,https://www.sports-reference.com/cbb/players/deandre-jordan-1.html,2008
36,POR,Ömer Aşık,,8.0,471.0,9216.0,2479.0,3362.0,280.0,0.528,0.0,0.551,20.9,0.109,-1.9,0.1,2008,19.6,5.3,7.1,0.6,,2008
37,MIL,Luc Mbah a Moute,UCLA,12.0,689.0,16038.0,4380.0,2800.0,588.0,0.454,0.334,0.659,26.0,0.078,-1.5,2.0,2008,23.3,6.4,4.1,0.9,https://www.sports-reference.com/cbb/players/luc-mbah-a-moute-1.html,2008
38,CHA,Kyle Weaver,Washington State,3.0,73.0,1379.0,363.0,158.0,119.0,0.441,0.353,0.736,1.5,0.051,-1.1,0.3,2008,18.9,5.0,2.2,1.6,https://www.sports-reference.com/cbb/players/kyle-weaver-1.html,2008
39,CHI,Sonny Weems,Arkansas,4.0,183.0,3335.0,1189.0,402.0,257.0,0.465,0.283,0.702,0.0,0.001,-4.2,-1.8,2008,18.2,6.5,2.2,1.4,https://www.sports-reference.com/cbb/players/sonny-weems-1.html,2008
40,BRK,Chris Douglas-Roberts,Memphis,6.0,222.0,4381.0,1571.0,472.0,254.0,0.439,0.329,0.831,5.4,0.059,-2.2,-0.2,2008,19.7,7.1,2.1,1.1,https://www.sports-reference.com/cbb/players/chris-douglas-roberts-1.html,2008
41,IND,Nathan Jawai,,2.0,45.0,431.0,126.0,106.0,24.0,0.435,0.0,0.684,0.2,0.02,-4.4,-0.3,2008,9.6,2.8,2.4,0.5,,2008
42,SAC,Sean Singletary,Virginia,1.0,37.0,303.0,90.0,35.0,29.0,0.365,0.4,0.857,0.0,0.006,-5.1,-0.2,2008,8.2,2.4,0.9,0.8,https://www.sports-reference.com/cbb/players/sean-singletary-1.html,2008
43,SAC,Patrick Ewing,Georgetown,1.0,7.0,19.0,3.0,2.0,2.0,0.0,0.0,0.75,-0.1,-0.158,-9.1,0.0,2008,2.7,0.4,0.3,0.3,https://www.sports-reference.com/cbb/players/patrick-ewing-1.html,2008
44,UTA,Ante Tomić,,,,,,,,,,,,,,,2008,,,,,,2008
45,SAS,Goran Dragić,,14.0,872.0,24326.0,12086.0,2684.0,4177.0,0.462,0.364,0.767,56.2,0.111,0.7,16.5,2008,27.9,13.9,3.1,4.8,,2008
46,OKC,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/trent-plaisted-1.html,2008
47,WAS,Henry Walker,Kansas State,5.0,181.0,3016.0,1079.0,401.0,153.0,0.446,0.369,0.76,5.0,0.079,-1.8,0.2,2008,16.7,6.0,2.2,0.8,https://www.sports-reference.com/cbb/players/henry-walker-1.html,2008
48,PHO,Malik Hairston,Oregon,2.0,62.0,472.0,149.0,77.0,29.0,0.512,0.167,0.514,0.8,0.086,-2.0,0.0,2008,7.6,2.4,1.2,0.5,https://www.sports-reference.com/cbb/players/malik-hairston-1.html,2008
49,GSW,Richard Hendrix,Alabama,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/richard-hendrix-1.html,2008
50,OKC,DeVon Hardin,California,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/devon-hardin-1.html,2008
51,DAL,Shan Foster,Vanderbilt,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/shan-foster-1.html,2008
52,MIA,Darnell Jackson,Kansas,3.0,138.0,1039.0,308.0,203.0,26.0,0.449,0.235,0.644,1.3,0.059,-5.2,-0.8,2008,7.5,2.2,1.5,0.2,https://www.sports-reference.com/cbb/players/darnell-jackson-1.html,2008
53,UTA,Tadija Dragićević,,,,,,,,,,,,,,,2008,,,,,,2008
54,HOU,Maarty Leunen,Oregon,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/maarty-leunen-1.html,2008
55,POR,Mike Taylor,Iowa State,1.0,51.0,771.0,289.0,87.0,106.0,0.412,0.325,0.691,-0.4,-0.028,-5.2,-0.6,2008,15.1,5.7,1.7,2.1,https://www.sports-reference.com/cbb/players/mike-taylor-1.html,2008
56,OKC,Sasha Kaun,Kansas,1.0,25.0,95.0,23.0,26.0,3.0,0.529,,0.455,0.2,0.096,-2.8,0.0,2008,3.8,0.9,1.0,0.1,https://www.sports-reference.com/cbb/players/sasha-kaun-1.html,2008
57,SAS,James Gist,Maryland,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/james-gist-1.html,2008
58,LAL,Joe Crawford,Kentucky,1.0,2.0,23.0,9.0,4.0,1.0,0.3,0.25,1.0,0.0,0.037,-2.7,0.0,2008,11.5,4.5,2.0,0.5,https://www.sports-reference.com/cbb/players/joe-crawford-1.html,2008
59,DET,Deron Washington,Virginia Tech,,,,,,,,,,,,,,2008,,,,,https://www.sports-reference.com/cbb/players/deron-washington-1.html,2008
60,BOS,Semih Erden,,2.0,69.0,928.0,262.0,190.0,29.0,0.546,,0.594,1.8,0.094,-3.6,-0.4,2008,13.4,3.8,2.8,0.4,,2008
1,LAC,Blake Griffin,Oklahoma,12.0,716.0,23730.0,14306.0,5935.0,2985.0,0.493,0.326,0.696,79.2,0.16,3.4,32.5,2009,33.1,20.0,8.3,4.2,https://www.sports-reference.com/cbb/players/blake-griffin-1.html,2009
2,MEM,Hasheem Thabeet,UConn,5.0,224.0,2357.0,483.0,595.0,27.0,0.567,,0.578,4.8,0.099,-2.7,-0.4,2009,10.5,2.2,2.7,0.1,https://www.sports-reference.com/cbb/players/hasheem-thabeet-1.html,2009
3,OKC,James Harden,Arizona State,13.0,921.0,31825.0,23035.0,5145.0,6177.0,0.443,0.362,0.859,146.6,0.221,6.8,70.8,2009,34.6,25.0,5.6,6.7,https://www.sports-reference.com/cbb/players/james-harden-1.html,2009
4,SAC,Tyreke Evans,Memphis,10.0,594.0,18242.0,9347.0,2720.0,2852.0,0.44,0.323,0.757,28.4,0.075,0.8,13.1,2009,30.7,15.7,4.6,4.8,https://www.sports-reference.com/cbb/players/tyreke-evans-1.html,2009
5,MIN,Ricky Rubio,,11.0,665.0,20128.0,7399.0,2760.0,5045.0,0.389,0.326,0.843,42.0,0.1,0.6,13.5,2009,30.3,11.1,4.2,7.6,,2009
6,MIN,Jonny Flynn,Syracuse,3.0,163.0,3738.0,1504.0,307.0,634.0,0.4,0.338,0.809,-1.1,-0.015,-4.0,-1.9,2009,22.9,9.2,1.9,3.9,https://www.sports-reference.com/cbb/players/jonny-flynn-1.html,2009
7,GSW,Stephen Curry,Davidson,13.0,816.0,28031.0,19827.0,3789.0,5326.0,0.473,0.428,0.908,119.4,0.204,6.5,60.4,2009,34.4,24.3,4.6,6.5,https://www.sports-reference.com/cbb/players/stephen-curry-1.html,2009
8,NYK,Jordan Hill,Arizona,8.0,409.0,7692.0,3232.0,2389.0,322.0,0.497,0.136,0.699,16.4,0.102,-2.0,0.0,2009,18.8,7.9,5.8,0.8,https://www.sports-reference.com/cbb/players/jordan-hill-1.html,2009
9,TOR,DeMar DeRozan,USC,13.0,936.0,32006.0,19298.0,4122.0,3638.0,0.465,0.285,0.836,82.7,0.124,0.7,22.2,2009,34.2,20.6,4.4,3.9,https://www.sports-reference.com/cbb/players/demar-derozan-1.html,2009
10,MIL,Brandon Jennings,,9.0,555.0,16844.0,7801.0,1659.0,3151.0,0.387,0.345,0.796,29.9,0.085,0.8,11.8,2009,30.3,14.1,3.0,5.7,,2009
11,BRK,Terrence Williams,Louisville,4.0,153.0,2922.0,1085.0,545.0,364.0,0.412,0.317,0.659,-0.2,-0.004,-2.8,-0.6,2009,19.1,7.1,3.6,2.4,https://www.sports-reference.com/cbb/players/terrence-williams-1.html,2009
12,CHA,Gerald Henderson,Duke,8.0,535.0,13854.0,5987.0,1716.0,1009.0,0.44,0.327,0.793,18.3,0.063,-1.8,0.6,2009,25.9,11.2,3.2,1.9,https://www.sports-reference.com/cbb/players/gerald-henderson-1.html,2009
13,IND,Tyler Hansbrough,UNC,7.0,428.0,7233.0,2881.0,1808.0,181.0,0.439,0.136,0.738,20.2,0.134,-2.0,0.0,2009,16.9,6.7,4.2,0.4,https://www.sports-reference.com/cbb/players/tyler-hansbrough-1.html,2009
14,PHO,Earl Clark,Louisville,6.0,261.0,3630.0,1138.0,778.0,134.0,0.403,0.328,0.664,2.9,0.038,-2.8,-0.8,2009,13.9,4.4,3.0,0.5,https://www.sports-reference.com/cbb/players/earl-clark-1.html,2009
15,DET,Austin Daye,Gonzaga,6.0,293.0,4132.0,1522.0,764.0,212.0,0.402,0.351,0.778,4.5,0.053,-2.0,0.0,2009,14.1,5.2,2.6,0.7,https://www.sports-reference.com/cbb/players/austin-daye-1.html,2009
16,CHI,James Johnson,Wake Forest,13.0,728.0,14953.0,5677.0,2614.0,1538.0,0.475,0.302,0.68,27.0,0.087,0.5,9.4,2009,20.5,7.8,3.6,2.1,https://www.sports-reference.com/cbb/players/james-johnson-1.html,2009
17,PHI,Jrue Holiday,UCLA,13.0,819.0,27163.0,13212.0,3276.0,5225.0,0.46,0.361,0.777,54.5,0.096,1.5,23.7,2009,33.2,16.1,4.0,6.4,https://www.sports-reference.com/cbb/players/jrue-holiday-1.html,2009
18,MIN,Ty Lawson,UNC,8.0,551.0,16088.0,6977.0,1506.0,3316.0,0.46,0.359,0.77,42.1,0.126,1.4,13.6,2009,29.2,12.7,2.7,6.0,https://www.sports-reference.com/cbb/players/ty-lawson-1.html,2009
19,ATL,Jeff Teague,Wake Forest,12.0,826.0,22164.0,10061.0,1989.0,4585.0,0.444,0.36,0.844,52.4,0.113,0.6,14.3,2009,26.8,12.2,2.4,5.6,https://www.sports-reference.com/cbb/players/jeff-teague-1.html,2009
20,UTA,Eric Maynor,VCU,5.0,267.0,3896.0,1141.0,348.0,760.0,0.392,0.35,0.721,3.3,0.041,-2.9,-0.8,2009,14.6,4.3,1.3,2.8,https://www.sports-reference.com/cbb/players/eric-maynor-1.html,2009
21,NOP,Darren Collison,UCLA,11.0,711.0,20833.0,8861.0,1889.0,3545.0,0.471,0.394,0.853,49.9,0.115,0.5,13.4,2009,29.3,12.5,2.7,5.0,https://www.sports-reference.com/cbb/players/darren-collison-1.html,2009
22,POR,Victor Claver,,3.0,80.0,1072.0,258.0,178.0,56.0,0.398,0.293,0.585,0.2,0.011,-3.6,-0.4,2009,13.4,3.2,2.2,0.7,,2009
23,SAC,Omri Casspi,,10.0,588.0,11959.0,4642.0,2355.0,662.0,0.454,0.368,0.678,19.6,0.078,-0.8,3.5,2009,20.3,7.9,4.0,1.1,,2009
24,DAL,Byron Mullens,Ohio State,5.0,189.0,3446.0,1398.0,790.0,153.0,0.408,0.319,0.706,0.6,0.008,-4.0,-1.8,2009,18.2,7.4,4.2,0.8,https://www.sports-reference.com/cbb/players/byron-mullens-1.html,2009
25,OKC,Rodrigue Beaubois,,4.0,182.0,2896.0,1286.0,338.0,374.0,0.439,0.325,0.81,4.8,0.079,-0.1,1.4,2009,15.9,7.1,1.9,2.1,,2009
26,CHI,Taj Gibson,USC,13.0,883.0,21742.0,8012.0,5423.0,873.0,0.518,0.239,0.711,57.9,0.128,-0.7,7.0,2009,24.6,9.1,6.1,1.0,https://www.sports-reference.com/cbb/players/taj-gibson-1.html,2009
27,MEM,DeMarre Carroll,Missouri,11.0,578.0,13675.0,5150.0,2454.0,726.0,0.43,0.358,0.741,29.5,0.104,0.0,6.7,2009,23.7,8.9,4.2,1.3,https://www.sports-reference.com/cbb/players/demarre-carroll-1.html,2009
28,MIN,Wayne Ellington,UNC,13.0,762.0,15951.0,6118.0,1626.0,846.0,0.41,0.382,0.843,20.9,0.063,-1.5,2.1,2009,20.9,8.0,2.1,1.1,https://www.sports-reference.com/cbb/players/wayne-ellington-1.html,2009
29,LAL,Toney Douglas,Florida State,8.0,394.0,7511.0,3009.0,875.0,889.0,0.404,0.354,0.824,12.1,0.077,-0.8,2.2,2009,19.1,7.6,2.2,2.3,https://www.sports-reference.com/cbb/players/toney-douglas-1.html,2009
30,CLE,Christian Eyenga,,2.0,51.0,1049.0,320.0,137.0,40.0,0.411,0.277,0.611,-0.4,-0.02,-4.2,-0.6,2009,20.6,6.3,2.7,0.8,,2009
31,SAC,Jeff Ayres,Arizona State,6.0,237.0,2322.0,690.0,632.0,99.0,0.553,0.4,0.776,6.3,0.131,-2.3,-0.2,2009,9.8,2.9,2.7,0.4,https://www.sports-reference.com/cbb/players/jeff-ayres-1.html,2009
32,WAS,Jermaine Taylor,Central Florida,2.0,65.0,786.0,351.0,108.0,48.0,0.441,0.284,0.73,0.2,0.014,-3.7,-0.3,2009,12.1,5.4,1.7,0.7,https://www.sports-reference.com/cbb/players/jermaine-taylor-1.html,2009
33,POR,Dante Cunningham,Villanova,10.0,715.0,14875.0,4133.0,2676.0,506.0,0.469,0.345,0.649,24.9,0.08,-1.7,1.1,2009,20.8,5.8,3.7,0.7,https://www.sports-reference.com/cbb/players/dante-cunningham-1.html,2009
34,DEN,Sergio Llull,,,,,,,,,,,,,,,2009,,,,,,2009
35,DET,DaJuan Summers,Georgetown,4.0,83.0,820.0,278.0,82.0,29.0,0.384,0.367,0.642,-0.1,-0.008,-5.8,-0.8,2009,9.9,3.3,1.0,0.3,https://www.sports-reference.com/cbb/players/dajuan-summers-1.html,2009
36,MEM,Sam Young,Pitt,4.0,249.0,3966.0,1436.0,573.0,180.0,0.442,0.28,0.742,5.2,0.063,-2.1,-0.1,2009,15.9,5.8,2.3,0.7,https://www.sports-reference.com/cbb/players/sam-young-1.html,2009
37,SAS,DeJuan Blair,Pitt,7.0,424.0,7054.0,2865.0,2153.0,349.0,0.524,0.0,0.608,19.0,0.129,-1.2,1.4,2009,16.6,6.8,5.1,0.8,https://www.sports-reference.com/cbb/players/dejuan-blair-1.html,2009
38,POR,Jon Brockman,Washington,3.0,150.0,1570.0,320.0,472.0,49.0,0.488,0.0,0.618,3.7,0.113,-3.9,-0.8,2009,10.5,2.1,3.1,0.3,https://www.sports-reference.com/cbb/players/jon-brockman-1.html,2009
39,DET,Jonas Jerebko,,9.0,635.0,11323.0,3919.0,2522.0,525.0,0.457,0.363,0.77,25.8,0.109,-1.0,2.9,2009,17.8,6.2,4.0,0.8,,2009
40,CHA,Derrick Brown,Xavier,3.0,171.0,2554.0,895.0,413.0,119.0,0.515,0.317,0.637,4.5,0.085,-1.3,0.4,2009,14.9,5.2,2.4,0.7,https://www.sports-reference.com/cbb/players/derrick-brown-1.html,2009
41,MIL,Jodie Meeks,Kentucky,10.0,539.0,12110.0,4988.0,1120.0,583.0,0.42,0.373,0.879,24.3,0.096,-0.6,4.2,2009,22.5,9.3,2.1,1.1,https://www.sports-reference.com/cbb/players/jodie-meeks-1.html,2009
42,LAL,Patrick Beverley,Arkansas,10.0,508.0,13990.0,4489.0,2179.0,1766.0,0.414,0.378,0.757,33.3,0.114,1.1,10.9,2009,27.5,8.8,4.3,3.5,https://www.sports-reference.com/cbb/players/patrick-beverley-1.html,2009
43,MIA,Marcus Thornton,LSU,8.0,483.0,11299.0,5750.0,1348.0,677.0,0.425,0.358,0.83,20.0,0.085,0.2,6.2,2009,23.4,11.9,2.8,1.4,https://www.sports-reference.com/cbb/players/marcus-thornton-1.html,2009
44,DET,Chase Budinger,Arizona,7.0,407.0,7998.0,3198.0,1240.0,473.0,0.43,0.352,0.797,13.9,0.083,-0.5,2.9,2009,19.7,7.9,3.0,1.2,https://www.sports-reference.com/cbb/players/chase-budinger-1.html,2009
45,MIN,Nick Calathes,Florida,2.0,129.0,2011.0,590.0,243.0,353.0,0.441,0.288,0.581,2.6,0.063,-0.5,0.8,2009,15.6,4.6,1.9,2.7,https://www.sports-reference.com/cbb/players/nick-calathes-1.html,2009
46,CLE,Danny Green,UNC,13.0,797.0,20311.0,7034.0,2750.0,1247.0,0.422,0.4,0.806,48.4,0.114,1.9,20.0,2009,25.5,8.8,3.5,1.6,https://www.sports-reference.com/cbb/players/danny-green-1.html,2009
47,MIN,Henk Norel,,,,,,,,,,,,,,,2009,,,,,,2009
48,PHO,Taylor Griffin,Oklahoma,1.0,8.0,32.0,10.0,2.0,1.0,0.4,0.0,0.5,0.0,-0.039,-8.1,-0.1,2009,4.0,1.3,0.3,0.1,https://www.sports-reference.com/cbb/players/taylor-griffin-1.html,2009
49,ATL,Sergiy Gladyr,,,,,,,,,,,,,,,2009,,,,,,2009
50,UTA,Goran Suton,Michigan State,,,,,,,,,,,,,,2009,,,,,https://www.sports-reference.com/cbb/players/goran-suton-1.html,2009
51,SAS,Jack McClinton,Miami (FL),,,,,,,,,,,,,,2009,,,,,https://www.sports-reference.com/cbb/players/jack-mcclinton-1.html,2009
52,IND,A.J. Price,UConn,6.0,261.0,3929.0,1523.0,377.0,567.0,0.38,0.316,0.742,4.7,0.058,-1.3,0.7,2009,15.1,5.8,1.4,2.2,https://www.sports-reference.com/cbb/players/a.j.-price-1.html,2009
53,SAS,Nando De Colo,,2.0,119.0,1414.0,453.0,211.0,203.0,0.429,0.363,0.835,2.4,0.081,-0.7,0.5,2009,11.9,3.8,1.8,1.7,,2009
54,CHA,Robert Vaden,UAB,,,,,,,,,,,,,,2009,,,,,https://www.sports-reference.com/cbb/players/robert-vaden-1.html,2009
55,POR,Patty Mills,Saint Mary's,13.0,797.0,16471.0,7372.0,1361.0,1861.0,0.428,0.391,0.857,35.5,0.104,0.3,9.4,2009,20.7,9.2,1.7,2.3,https://www.sports-reference.com/cbb/players/patty-mills-1.html,2009
56,DAL,Ahman Nivins,Saint Joseph's,,,,,,,,,,,,,,2009,,,,,https://www.sports-reference.com/cbb/players/ahman-nivins-1.html,2009
