Pk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%,WS,WS/48,BPM,VORP,DraftYr,MPG,PPG,RPG,APG,playerurl,DraftYear
46,IND,Erazem Lorbek,,,,,,,,,,,,,,,2005,,,,,,2005
47,MIN,Bracey Wright,Indiana,2.0,26.0,325.0,129.0,39.0,20.0,0.405,0.324,0.794,0.5,0.068,-1.6,0.0,2005,12.5,5.0,1.5,0.8,https://www.sports-reference.com/cbb/players/bracey-wright-1.html,2005
48,OKC,Mickaël Gelabale,,3.0,145.0,2348.0,670.0,330.0,115.0,0.47,0.316,0.815,3.0,0.062,-2.1,0.0,2005,16.2,4.6,2.3,0.8,,2005
49,WAS,Andray Blatche,,9.0,564.0,12462.0,5706.0,3024.0,798.0,0.467,0.237,0.725,19.2,0.074,-0.8,3.8,2005,22.1,10.1,5.4,1.4,,2005
50,BOS,Ryan Gomes,Providence,8.0,487.0,13463.0,4926.0,2239.0,712.0,0.445,0.349,0.799,19.4,0.069,-1.6,1.4,2005,27.6,10.1,4.6,1.5,https://www.sports-reference.com/cbb/players/ryan-gomes-1.html,2005
51,UTA,Robert Whaley,Walsh University,1.0,23.0,212.0,49.0,43.0,17.0,0.404,,0.5,0.0,0.004,-5.1,-0.2,2005,9.2,2.1,1.9,0.7,https://www.sports-reference.com/cbb/players/robert-whaley-1.html,2005
52,DEN,Axel Hervelle,,,,,,,,,,,,,,,2005,,,,,,2005
53,BOS,Orien Greene,Louisiana,4.0,131.0,1555.0,326.0,195.0,155.0,0.387,0.212,0.642,-0.7,-0.022,-4.6,-1.0,2005,11.9,2.5,1.5,1.2,https://www.sports-reference.com/cbb/players/orien-greene-1.html,2005
54,NYK,Dijon Thompson,UCLA,2.0,16.0,93.0,45.0,19.0,3.0,0.425,0.308,0.875,0.2,0.102,-0.5,0.0,2005,5.8,2.8,1.2,0.2,https://www.sports-reference.com/cbb/players/dijon-thompson-1.html,2005
55,OKC,Lawrence Roberts,Mississippi State,2.0,87.0,1150.0,334.0,310.0,35.0,0.452,0.0,0.688,2.5,0.106,-1.9,0.0,2005,13.2,3.8,3.6,0.4,https://www.sports-reference.com/cbb/players/lawrence-roberts-1.html,2005
56,DET,Amir Johnson,,14.0,870.0,18323.0,6102.0,4692.0,1073.0,0.57,0.332,0.673,55.3,0.145,0.3,10.6,2005,21.1,7.0,5.4,1.2,,2005
57,PHO,Marcin Gortat,,12.0,806.0,20691.0,7951.0,6407.0,915.0,0.551,0.15,0.68,61.3,0.142,0.4,12.7,2005,25.7,9.9,7.9,1.1,,2005
58,TOR,Uroš Slokar,,1.0,20.0,72.0,38.0,14.0,1.0,0.538,0.5,0.692,0.1,0.042,-5.6,-0.1,2005,3.6,1.9,0.7,0.1,,2005
59,ATL,Cenk Akyol,,,,,,,,,,,,,,,2005,,,,,,2005
60,DET,Alex Acker,Pepperdine,2.0,30.0,234.0,81.0,29.0,16.0,0.37,0.32,0.5,-0.2,-0.043,-5.3,-0.2,2005,7.8,2.7,1.0,0.5,https://www.sports-reference.com/cbb/players/alex-acker-1.html,2005
1,TOR,Andrea Bargnani,,10.0,550.0,15806.0,7873.0,2541.0,653.0,0.439,0.354,0.824,18.9,0.057,-1.6,1.5,2006,28.7,14.3,4.6,1.2,,2006
2,CHI,LaMarcus Aldridge,Texas,16.0,1068.0,36086.0,20488.0,8702.0,2067.0,0.493,0.32,0.812,115.3,0.153,1.7,33.3,2006,33.8,19.2,8.1,1.9,https://www.sports-reference.com/cbb/players/lamarcus-aldridge-1.html,2006
3,CHA,Adam Morrison,Gonzaga,3.0,161.0,3278.0,1200.0,342.0,222.0,0.373,0.331,0.71,-1.4,-0.021,-5.0,-2.4,2006,20.4,7.5,2.1,1.4,https://www.sports-reference.com/cbb/players/adam-morrison-1.html,2006
4,POR,Tyrus Thomas,LSU,8.0,402.0,7932.0,3093.0,1938.0,347.0,0.438,0.235,0.732,13.0,0.078,-1.2,1.7,2006,19.7,7.7,4.8,0.9,https://www.sports-reference.com/cbb/players/tyrus-thomas-1.html,2006
5,ATL,Shelden Williams,Duke,6.0,361.0,5586.0,1618.0,1562.0,163.0,0.462,0.222,0.74,9.9,0.085,-3.0,-1.5,2006,15.5,4.5,4.3,0.5,https://www.sports-reference.com/cbb/players/shelden-williams-1.html,2006
6,MIN,Brandon Roy,Washington,6.0,326.0,11561.0,6136.0,1388.0,1517.0,0.459,0.348,0.8,37.4,0.155,3.6,16.3,2006,35.5,18.8,4.3,4.7,https://www.sports-reference.com/cbb/players/brandon-roy-1.html,2006
7,BOS,Randy Foye,Villanova,11.0,752.0,19279.0,7729.0,1686.0,2112.0,0.401,0.366,0.852,23.5,0.058,-1.2,3.8,2006,25.6,10.3,2.2,2.8,https://www.sports-reference.com/cbb/players/randy-foye-1.html,2006
8,HOU,Rudy Gay,UConn,16.0,1044.0,33406.0,17215.0,6040.0,2206.0,0.453,0.349,0.799,60.3,0.087,0.7,22.9,2006,32.0,16.5,5.8,2.1,https://www.sports-reference.com/cbb/players/rudy-gay-1.html,2006
9,GSW,Patrick O'Bryant,Bradley,4.0,90.0,524.0,186.0,127.0,25.0,0.494,0.0,0.583,0.5,0.046,-4.6,-0.3,2006,5.8,2.1,1.4,0.3,https://www.sports-reference.com/cbb/players/patrick-o'bryant-1.html,2006
10,OKC,Mouhamed Sene,,3.0,47.0,260.0,103.0,75.0,1.0,0.427,,0.589,0.3,0.052,-5.1,-0.2,2006,5.5,2.2,1.6,0.0,,2006
11,ORL,J.J. Redick,Duke,15.0,940.0,23964.0,12028.0,1903.0,1862.0,0.447,0.415,0.892,63.7,0.128,0.6,16.0,2006,25.5,12.8,2.0,2.0,https://www.sports-reference.com/cbb/players/j.j.-redick-1.html,2006
12,CHA,Hilton Armstrong,UConn,6.0,292.0,3378.0,880.0,766.0,102.0,0.501,0.286,0.582,3.9,0.055,-4.1,-1.8,2006,11.6,3.0,2.6,0.3,https://www.sports-reference.com/cbb/players/hilton-armstrong-1.html,2006
13,PHI,Thabo Sefolosha,,14.0,869.0,19062.0,4994.0,3252.0,1196.0,0.449,0.349,0.732,39.3,0.099,0.6,12.4,2006,21.9,5.7,3.7,1.4,,2006
14,UTA,Ronnie Brewer,Arkansas,8.0,502.0,11539.0,3940.0,1427.0,828.0,0.49,0.254,0.675,30.4,0.127,1.6,10.6,2006,23.0,7.8,2.8,1.6,https://www.sports-reference.com/cbb/players/ronnie-brewer-1.html,2006
15,CHA,Cedric Simmons,NC State,3.0,75.0,705.0,163.0,141.0,14.0,0.409,,0.39,0.1,0.005,-5.0,-0.5,2006,9.4,2.2,1.9,0.2,https://www.sports-reference.com/cbb/players/cedric-simmons-1.html,2006
16,CHI,Rodney Carney,Memphis,5.0,299.0,4600.0,1778.0,588.0,132.0,0.422,0.338,0.704,6.2,0.064,-1.6,0.5,2006,15.4,5.9,2.0,0.4,https://www.sports-reference.com/cbb/players/rodney-carney-1.html,2006
17,IND,Shawne Williams,Memphis,7.0,314.0,5368.0,1769.0,945.0,220.0,0.403,0.339,0.755,6.7,0.06,-2.2,-0.3,2006,17.1,5.6,3.0,0.7,https://www.sports-reference.com/cbb/players/shawne-williams-1.html,2006
18,WAS,Oleksiy Pecherov,,3.0,111.0,1044.0,438.0,266.0,20.0,0.386,0.29,0.793,0.5,0.025,-4.8,-0.7,2006,9.4,3.9,2.4,0.2,,2006
19,SAC,Quincy Douby,Rutgers University,3.0,143.0,1535.0,588.0,152.0,93.0,0.389,0.312,0.884,0.0,0.0,-3.5,-0.6,2006,10.7,4.1,1.1,0.7,https://www.sports-reference.com/cbb/players/quincy-douby-1.html,2006
20,NYK,Renaldo Balkman,South Carolina,6.0,221.0,3064.0,894.0,769.0,132.0,0.51,0.172,0.542,7.2,0.113,0.1,1.6,2006,13.9,4.0,3.5,0.6,https://www.sports-reference.com/cbb/players/renaldo-balkman-1.html,2006
21,PHO,Rajon Rondo,Kentucky,16.0,949.0,28440.0,9299.0,4335.0,7542.0,0.456,0.323,0.612,61.5,0.104,1.2,23.2,2006,30.0,9.8,4.6,7.9,https://www.sports-reference.com/cbb/players/rajon-rondo-1.html,2006
22,BRK,Marcus Williams,UConn,4.0,203.0,3095.0,1128.0,361.0,574.0,0.386,0.321,0.767,0.0,-0.001,-3.3,-1.0,2006,15.2,5.6,1.8,2.8,https://www.sports-reference.com/cbb/players/marcus-williams-1.html,2006
23,BRK,Josh Boone,UConn,4.0,256.0,4482.0,1340.0,1258.0,125.0,0.544,,0.445,9.1,0.097,-2.0,0.0,2006,17.5,5.2,4.9,0.5,https://www.sports-reference.com/cbb/players/josh-boone-1.html,2006
24,MEM,Kyle Lowry,Villanova,16.0,1006.0,32057.0,14882.0,4403.0,6359.0,0.424,0.367,0.813,102.5,0.154,3.1,41.1,2006,31.9,14.8,4.4,6.3,https://www.sports-reference.com/cbb/players/kyle-lowry-1.html,2006
25,CLE,Shannon Brown,Michigan State,9.0,408.0,7329.0,3118.0,760.0,458.0,0.42,0.332,0.807,9.2,0.06,-1.5,1.0,2006,18.0,7.6,1.9,1.1,https://www.sports-reference.com/cbb/players/shannon-brown-1.html,2006
26,LAL,Jordan Farmar,UCLA,10.0,504.0,9840.0,3888.0,958.0,1453.0,0.423,0.374,0.739,13.9,0.068,-0.5,3.7,2006,19.5,7.7,1.9,2.9,https://www.sports-reference.com/cbb/players/jordan-farmar-1.html,2006
27,PHO,Sergio Rodríguez,,5.0,353.0,5281.0,1747.0,525.0,1183.0,0.409,0.337,0.739,4.3,0.039,-2.0,0.1,2006,15.0,4.9,1.5,3.4,,2006
28,DAL,Maurice Ager,Michigan State,4.0,82.0,505.0,169.0,46.0,19.0,0.339,0.25,0.566,-0.9,-0.089,-9.4,-0.9,2006,6.2,2.1,0.6,0.2,https://www.sports-reference.com/cbb/players/maurice-ager-1.html,2006
29,NYK,Mardy Collins,Temple,4.0,189.0,2771.0,742.0,336.0,327.0,0.38,0.299,0.599,-1.6,-0.027,-4.4,-1.7,2006,14.7,3.9,1.8,1.7,https://www.sports-reference.com/cbb/players/mardy-collins-1.html,2006
30,POR,Joel Freeland,,3.0,151.0,1821.0,477.0,518.0,65.0,0.459,0.0,0.728,3.2,0.084,-3.3,-0.6,2006,12.1,3.2,3.4,0.4,,2006
31,POR,James White,Cincinnati,3.0,67.0,583.0,182.0,68.0,35.0,0.438,0.34,0.676,0.8,0.062,-3.2,-0.2,2006,8.7,2.7,1.0,0.5,https://www.sports-reference.com/cbb/players/james-white-1.html,2006
32,HOU,Steve Novak,Marquette,11.0,467.0,5657.0,2177.0,591.0,132.0,0.437,0.43,0.877,14.5,0.123,0.8,4.0,2006,12.1,4.7,1.3,0.3,https://www.sports-reference.com/cbb/players/steve-novak-1.html,2006
33,ATL,Solomon Jones,South Florida,8.0,281.0,3092.0,839.0,654.0,99.0,0.467,0.111,0.717,5.0,0.078,-4.0,-1.6,2006,11.0,3.0,2.3,0.4,https://www.sports-reference.com/cbb/players/solomon-jones-1.html,2006
34,LAC,Paul Davis,Michigan State,4.0,82.0,702.0,217.0,158.0,32.0,0.402,0.0,0.732,0.5,0.035,-4.2,-0.4,2006,8.6,2.6,1.9,0.4,https://www.sports-reference.com/cbb/players/paul-davis-1.html,2006
35,TOR,P.J. Tucker,Texas,11.0,758.0,22037.0,5438.0,4291.0,1109.0,0.425,0.366,0.747,39.1,0.085,-0.7,7.0,2006,29.1,7.2,5.7,1.5,https://www.sports-reference.com/cbb/players/p.j.-tucker-1.html,2006
36,MIN,Craig Smith,Boston College,6.0,403.0,6826.0,3080.0,1567.0,322.0,0.553,0.037,0.661,16.0,0.113,-1.2,1.4,2006,16.9,7.6,3.9,0.8,https://www.sports-reference.com/cbb/players/craig-smith-1.html,2006
37,MIN,Bobby Jones,Washington,2.0,91.0,867.0,288.0,149.0,44.0,0.442,0.306,0.685,1.1,0.06,-4.1,-0.5,2006,9.5,3.2,1.6,0.5,https://www.sports-reference.com/cbb/players/bobby-jones-1.html,2006
38,GSW,Kosta Perović,,1.0,7.0,38.0,10.0,13.0,1.0,0.3,,0.667,0.0,0.06,-5.9,0.0,2006,5.4,1.4,1.9,0.1,,2006
39,MIL,David Noel,UNC,1.0,68.0,792.0,184.0,123.0,65.0,0.367,0.321,0.86,0.4,0.024,-3.1,-0.2,2006,11.6,2.7,1.8,1.0,https://www.sports-reference.com/cbb/players/david-noel-1.html,2006
40,OKC,Denham Brown,UConn,,,,,,,,,,,,,,2006,,,,,https://www.sports-reference.com/cbb/players/denham-brown-1.html,2006
41,ORL,James Augustine,Illinois,2.0,27.0,156.0,42.0,33.0,4.0,0.514,,0.5,0.3,0.101,-2.7,0.0,2006,5.8,1.6,1.2,0.1,https://www.sports-reference.com/cbb/players/james-augustine-1.html,2006
42,CLE,Daniel Gibson,Texas,7.0,397.0,9316.0,3115.0,792.0,775.0,0.402,0.407,0.78,16.0,0.082,-1.0,2.4,2006,23.5,7.8,2.0,2.0,https://www.sports-reference.com/cbb/players/daniel-gibson-1.html,2006
43,CHA,Marcus Vinicius,,2.0,26.0,172.0,50.0,19.0,7.0,0.457,0.421,0.556,0.2,0.056,-3.0,0.0,2006,6.6,1.9,0.7,0.3,,2006
44,ORL,Lior Eliyahu,,,,,,,,,,,,,,,2006,,,,,,2006
45,IND,Alexander Johnson,Florida State,2.0,102.0,1302.0,439.0,275.0,30.0,0.517,,0.672,1.5,0.056,-4.6,-0.9,2006,12.8,4.3,2.7,0.3,https://www.sports-reference.com/cbb/players/alexander-johnson-1.html,2006
46,UTA,Dee Brown,Illinois,2.0,68.0,711.0,140.0,69.0,119.0,0.34,0.25,0.643,0.1,0.008,-3.0,-0.2,2006,10.5,2.1,1.0,1.8,https://www.sports-reference.com/cbb/players/dee-brown-1.html,2006
47,UTA,Paul Millsap,Louisiana Tech,16.0,1078.0,30413.0,14516.0,7655.0,2375.0,0.489,0.342,0.736,95.4,0.151,1.9,30.0,2006,28.2,13.5,7.1,2.2,https://www.sports-reference.com/cbb/players/paul-millsap-1.html,2006
48,WAS,Vladimir Veremeenko,,,,,,,,,,,,,,,2006,,,,,,2006
49,DEN,Leon Powe,California,5.0,239.0,3320.0,1484.0,911.0,78.0,0.515,0.0,0.682,12.0,0.174,-1.6,0.3,2006,13.9,6.2,3.8,0.3,https://www.sports-reference.com/cbb/players/leon-powe-1.html,2006
50,CHA,Ryan Hollins,UCLA,10.0,518.0,6134.0,1913.0,1140.0,151.0,0.584,0.0,0.649,10.4,0.081,-4.1,-3.2,2006,11.8,3.7,2.2,0.3,https://www.sports-reference.com/cbb/players/ryan-hollins-1.html,2006
51,LAL,Cheikh Samb,,2.0,22.0,114.0,22.0,31.0,1.0,0.25,0.0,0.444,-0.1,-0.056,-9.1,-0.2,2006,5.2,1.0,1.4,0.0,,2006
52,LAC,Guillermo Díaz,Miami (FL),1.0,6.0,18.0,5.0,2.0,1.0,0.25,0.0,0.6,0.0,0.033,-2.9,0.0,2006,3.0,0.8,0.3,0.2,https://www.sports-reference.com/cbb/players/guillermo-díaz-1.html,2006
53,OKC,Yotam Halperin,,,,,,,,,,,,,,,2006,,,,,,2006
54,BRK,Hassan Adams,Arizona,2.0,73.0,547.0,185.0,84.0,14.0,0.534,0.0,0.643,0.8,0.072,-2.3,0.0,2006,7.5,2.5,1.2,0.2,https://www.sports-reference.com/cbb/players/hassan-adams-1.html,2006
55,CLE,Ejike Ugboaja,,,,,,,,,,,,,,,2006,,,,,,2006
56,TOR,Edin Bavčić,,,,,,,,,,,,,,,2006,,,,,,2006
57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,2006,,,,,,2006
58,DAL,J.R. Pinnock,George Washington,,,,,,,,,,,,,,2006,,,,,https://www.sports-reference.com/cbb/players/j.r.-pinnock-1.html,2006
59,SAS,Damir Markota,,1.0,30.0,170.0,51.0,31.0,6.0,0.365,0.375,0.636,-0.2,-0.07,-8.5,-0.3,2006,5.7,1.7,1.0,0.2,,2006
60,DET,Will Blalock,Iowa State,1.0,14.0,166.0,25.0,15.0,17.0,0.3,0.2,1.0,-0.1,-0.032,-5.8,-0.2,2006,11.9,1.8,1.1,1.2,https://www.sports-reference.com/cbb/players/will-blalock-1.html,2006
1,POR,Greg Oden,Ohio State,3.0,105.0,2028.0,840.0,656.0,51.0,0.574,,0.658,7.3,0.174,-0.4,0.8,2007,19.3,8.0,6.2,0.5,https://www.sports-reference.com/cbb/players/greg-oden-1.html,2007
2,OKC,Kevin Durant,Texas,14.0,920.0,33775.0,24936.0,6506.0,3888.0,0.495,0.383,0.883,152.3,0.216,6.8,74.8,2007,36.7,27.1,7.1,4.2,https://www.sports-reference.com/cbb/players/kevin-durant-1.html,2007
3,ATL,Al Horford,Florida,15.0,932.0,30034.0,12802.0,7625.0,3085.0,0.514,0.357,0.758,97.9,0.156,2.8,36.8,2007,32.2,13.7,8.2,3.3,https://www.sports-reference.com/cbb/players/al-horford-1.html,2007
4,MEM,Mike Conley,Ohio State,15.0,938.0,30031.0,13954.0,2815.0,5298.0,0.439,0.381,0.821,85.3,0.136,2.5,34.1,2007,32.0,14.9,3.0,5.6,https://www.sports-reference.com/cbb/players/mike-conley-1.html,2007
5,BOS,Jeff Green,Georgetown,14.0,1030.0,29939.0,13084.0,4441.0,1596.0,0.447,0.34,0.805,49.2,0.079,-1.3,4.9,2007,29.1,12.7,4.3,1.5,https://www.sports-reference.com/cbb/players/jeff-green-1.html,2007
6,MIL,Yi Jianlian,,5.0,272.0,6038.0,2148.0,1339.0,192.0,0.404,0.333,0.78,3.1,0.025,-4.3,-3.5,2007,22.2,7.9,4.9,0.7,,2007
7,MIN,Corey Brewer,Florida,13.0,819.0,18771.0,7097.0,2287.0,1250.0,0.425,0.284,0.713,22.5,0.058,-1.6,2.0,2007,22.9,8.7,2.8,1.5,https://www.sports-reference.com/cbb/players/corey-brewer-1.html,2007
8,CHA,Brandan Wright,UNC,10.0,428.0,6949.0,2976.0,1560.0,199.0,0.607,0.0,0.674,26.2,0.181,2.3,7.5,2007,16.2,7.0,3.6,0.5,https://www.sports-reference.com/cbb/players/brandan-wright-1.html,2007
9,CHI,Joakim Noah,Florida,13.0,672.0,18646.0,5881.0,6058.0,1907.0,0.491,0.0,0.7,61.9,0.159,2.5,20.9,2007,27.7,8.8,9.0,2.8,https://www.sports-reference.com/cbb/players/joakim-noah-1.html,2007
10,SAC,Spencer Hawes,Washington,10.0,684.0,15541.0,5932.0,3893.0,1271.0,0.457,0.35,0.716,22.6,0.07,-1.1,3.4,2007,22.7,8.7,5.7,1.9,https://www.sports-reference.com/cbb/players/spencer-hawes-1.html,2007
11,ATL,Acie Law,Texas A&M,4.0,188.0,2385.0,725.0,195.0,309.0,0.413,0.235,0.778,1.6,0.032,-3.9,-1.1,2007,12.7,3.9,1.0,1.6,https://www.sports-reference.com/cbb/players/acie-law-1.html,2007
12,PHI,Thaddeus Young,Georgia Tech,15.0,1061.0,31336.0,13698.0,6239.0,1960.0,0.502,0.33,0.665,67.7,0.104,0.5,19.5,2007,29.5,12.9,5.9,1.8,https://www.sports-reference.com/cbb/players/thaddeus-young-1.html,2007
13,CHA,Julian Wright,Kansas,4.0,231.0,3049.0,907.0,531.0,182.0,0.499,0.262,0.584,3.9,0.061,-0.5,1.2,2007,13.2,3.9,2.3,0.8,https://www.sports-reference.com/cbb/players/julian-wright-1.html,2007
14,LAC,Al Thornton,Florida State,4.0,296.0,8274.0,3527.0,1233.0,353.0,0.452,0.293,0.747,6.1,0.035,-3.5,-3.2,2007,28.0,11.9,4.2,1.2,https://www.sports-reference.com/cbb/players/al-thornton-1.html,2007
15,DET,Rodney Stuckey,Eastern Washington,10.0,651.0,17890.0,8185.0,1912.0,2333.0,0.423,0.3,0.824,28.7,0.077,-0.9,4.9,2007,27.5,12.6,2.9,3.6,https://www.sports-reference.com/cbb/players/rodney-stuckey-1.html,2007
16,WAS,Nick Young,USC,12.0,720.0,16419.0,8194.0,1427.0,687.0,0.418,0.376,0.836,18.6,0.054,-2.2,-0.8,2007,22.8,11.4,2.0,1.0,https://www.sports-reference.com/cbb/players/nick-young-1.html,2007
17,BRK,Sean Williams,Boston College,4.0,137.0,1978.0,581.0,472.0,47.0,0.511,0.0,0.624,3.0,0.073,-3.1,-0.6,2007,14.4,4.2,3.4,0.3,https://www.sports-reference.com/cbb/players/sean-williams-1.html,2007
18,GSW,Marco Belinelli,,13.0,860.0,19548.0,8370.0,1769.0,1429.0,0.424,0.376,0.846,30.5,0.075,-1.3,3.3,2007,22.7,9.7,2.1,1.7,,2007
19,LAL,Javaris Crittenton,Georgia Tech,2.0,113.0,1853.0,595.0,276.0,201.0,0.442,0.231,0.638,0.1,0.002,-4.2,-1.0,2007,16.4,5.3,2.4,1.8,https://www.sports-reference.com/cbb/players/javaris-crittenton-1.html,2007
20,MIA,Jason Smith,Colorado State,11.0,616.0,10029.0,3777.0,2075.0,453.0,0.468,0.333,0.783,14.1,0.067,-2.9,-2.4,2007,16.3,6.1,3.4,0.7,https://www.sports-reference.com/cbb/players/jason-smith-1.html,2007
21,PHI,Daequan Cook,Ohio State,6.0,328.0,5993.0,2114.0,703.0,243.0,0.369,0.359,0.813,4.9,0.039,-2.7,-1.1,2007,18.3,6.4,2.1,0.7,https://www.sports-reference.com/cbb/players/daequan-cook-1.html,2007
22,CHA,Jared Dudley,Boston College,14.0,904.0,20117.0,6633.0,2849.0,1394.0,0.463,0.393,0.732,43.0,0.103,0.2,11.0,2007,22.3,7.3,3.2,1.5,https://www.sports-reference.com/cbb/players/jared-dudley-1.html,2007
23,NYK,Wilson Chandler,DePaul,12.0,676.0,20287.0,8463.0,3574.0,1205.0,0.443,0.341,0.77,29.0,0.069,-1.3,3.5,2007,30.0,12.5,5.3,1.8,https://www.sports-reference.com/cbb/players/wilson-chandler-1.html,2007
24,PHO,Rudy Fernández,,4.0,249.0,5965.0,2254.0,608.0,554.0,0.399,0.36,0.84,14.2,0.114,1.7,5.6,2007,24.0,9.1,2.4,2.2,,2007
25,UTA,Morris Almond,Rice University,3.0,38.0,361.0,119.0,46.0,12.0,0.381,0.292,0.743,0.0,0.005,-6.1,-0.4,2007,9.5,3.1,1.2,0.3,https://www.sports-reference.com/cbb/players/morris-almond-1.html,2007
26,HOU,Aaron Brooks,Oregon,10.0,645.0,13439.0,6259.0,1079.0,1925.0,0.413,0.37,0.837,19.2,0.069,-1.2,2.7,2007,20.8,9.7,1.7,3.0,https://www.sports-reference.com/cbb/players/aaron-brooks-1.html,2007
27,DET,Arron Afflalo,UCLA,11.0,762.0,20829.0,8198.0,2176.0,1386.0,0.45,0.386,0.825,33.5,0.077,-1.5,2.4,2007,27.3,10.8,2.9,1.8,https://www.sports-reference.com/cbb/players/arron-afflalo-1.html,2007
28,SAS,Tiago Splitter,,7.0,355.0,6812.0,2816.0,1779.0,423.0,0.555,0.143,0.697,25.3,0.178,1.1,5.4,2007,19.2,7.9,5.0,1.2,,2007
29,PHO,Alando Tucker,Wisconsin,3.0,51.0,426.0,211.0,49.0,16.0,0.423,0.294,0.783,0.4,0.045,-4.5,-0.3,2007,8.4,4.1,1.0,0.3,https://www.sports-reference.com/cbb/players/alando-tucker-1.html,2007
30,PHI,Petteri Koponen,,,,,,,,,,,,,,,2007,,,,,,2007
31,OKC,Carl Landry,Purdue,9.0,513.0,11524.0,5541.0,2533.0,355.0,0.535,0.3,0.785,35.9,0.149,-0.3,5.0,2007,22.5,10.8,4.9,0.7,https://www.sports-reference.com/cbb/players/carl-landry-1.html,2007
32,BOS,Gabe Pruitt,USC,2.0,62.0,461.0,125.0,51.0,52.0,0.321,0.283,0.783,0.4,0.043,-2.8,-0.1,2007,7.4,2.0,0.8,0.8,https://www.sports-reference.com/cbb/players/gabe-pruitt-1.html,2007
33,SAS,Marcus Williams,Arizona,2.0,13.0,39.0,14.0,12.0,3.0,0.318,,,-0.1,-0.084,-5.4,0.0,2007,3.0,1.1,0.9,0.2,https://www.sports-reference.com/cbb/players/marcus-williams-1.html,2007
34,DAL,Nick Fazekas,Nevada,1.0,26.0,269.0,107.0,89.0,11.0,0.561,0.0,0.682,0.8,0.148,0.5,0.2,2007,10.3,4.1,3.4,0.4,https://www.sports-reference.com/cbb/players/nick-fazekas-1.html,2007
35,OKC,Glen Davis,LSU,8.0,514.0,10865.0,4111.0,2236.0,457.0,0.447,0.182,0.7,18.6,0.082,-2.6,-1.7,2007,21.1,8.0,4.4,0.9,https://www.sports-reference.com/cbb/players/glen-davis-1.html,2007
36,GSW,Jermareo Davidson,Alabama,2.0,52.0,433.0,162.0,96.0,14.0,0.425,,0.578,0.0,0.0,-5.2,-0.3,2007,8.3,3.1,1.8,0.3,https://www.sports-reference.com/cbb/players/jermareo-davidson-1.html,2007
37,POR,Josh McRoberts,Duke,11.0,433.0,8271.0,2333.0,1686.0,901.0,0.463,0.34,0.705,18.5,0.107,0.3,4.7,2007,19.1,5.4,3.9,2.1,https://www.sports-reference.com/cbb/players/josh-mcroberts-1.html,2007
38,PHI,Kyrylo Fesenko,,5.0,135.0,1107.0,305.0,269.0,40.0,0.496,0.0,0.41,0.9,0.038,-5.7,-1.1,2007,8.2,2.3,2.0,0.3,,2007
39,MIA,Stanko Barać,,,,,,,,,,,,,,,2007,,,,,,2007
40,LAL,Sun Yue,,1.0,10.0,28.0,6.0,0.0,2.0,0.273,0.0,,-0.1,-0.226,-19.4,-0.1,2007,2.8,0.6,0.0,0.2,,2007
41,MIN,Chris Richard,Florida,2.0,70.0,780.0,135.0,194.0,25.0,0.483,,0.605,0.7,0.045,-5.7,-0.7,2007,11.1,1.9,2.8,0.4,https://www.sports-reference.com/cbb/players/chris-richard-1.html,2007
42,POR,Derrick Byars,Vanderbilt,1.0,2.0,37.0,10.0,11.0,1.0,0.273,0.0,1.0,0.1,0.147,-4.7,0.0,2007,18.5,5.0,5.5,0.5,https://www.sports-reference.com/cbb/players/derrick-byars-1.html,2007
43,CHA,Adam Haluska,Iowa,,,,,,,,,,,,,,2007,,,,,https://www.sports-reference.com/cbb/players/adam-haluska-1.html,2007
44,ORL,Reyshawn Terry,UNC,,,,,,,,,,,,,,2007,,,,,https://www.sports-reference.com/cbb/players/reyshawn-terry-1.html,2007
45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,2007,,,,,https://www.sports-reference.com/cbb/players/jared-jordan-1.html,2007
46,GSW,Stéphane Lasme,UMass,1.0,16.0,303.0,83.0,53.0,3.0,0.451,,0.594,0.3,0.041,-4.4,-0.2,2007,18.9,5.2,3.3,0.2,https://www.sports-reference.com/cbb/players/stéphane-lasme-1.html,2007
47,WAS,Dominic McGuire,Fresno State,6.0,342.0,5348.0,939.0,1169.0,422.0,0.419,0.188,0.658,4.1,0.037,-2.1,-0.1,2007,15.6,2.7,3.4,1.2,https://www.sports-reference.com/cbb/players/dominic-mcguire-1.html,2007
48,LAL,Marc Gasol,,13.0,891.0,28719.0,12514.0,6604.0,2996.0,0.481,0.36,0.776,85.3,0.143,3.1,36.5,2007,32.2,14.0,7.4,3.4,,2007
49,CHI,Aaron Gray,Pitt,7.0,318.0,3851.0,1066.0,1190.0,207.0,0.509,0.0,0.562,6.2,0.077,-3.6,-1.5,2007,12.1,3.4,3.7,0.7,https://www.sports-reference.com/cbb/players/aaron-gray-1.html,2007
50,DAL,Renaldas Seibutis,,,,,,,,,,,,,,,2007,,,,,,2007
51,CHI,JamesOn Curry,Oklahoma State,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,2007,0.0,0.0,0.0,0.0,https://www.sports-reference.com/cbb/players/jameson-curry-1.html,2007
